rank_order,rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,Year
1670,167,Indiana University,56.3,1670,48.9,112,46.4,150,74.7,366,52,360,54,558,United States,"66,716",12.9,14%,53:47:00,Indiana University,"Civil Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,General Engineering,Chemistry,Medicine & Dentistry,Law,Accounting & Finance,Art, Performing Arts & Design,Communication & Media Studies,Sociology,Other Health,Economics & Econometrics,Archaeology,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Geography,Chemical Engineering,Sport Science,Business & Management,Veterinary Science,Physics & Astronomy,Agriculture & Forestry,Education,Architecture,Psychology,Computer Science,Biological Sciences",FALSE,FALSE,2022
1680,168,"Northeastern University, US",56.1,1680,38.3,252,29.1,406,97.4,49,37.8,1006,76.2,249,United States,"20,910",14.1,36%,48:52:00,"Northeastern University, US","Psychology,Accounting & Finance,Politics & International Studies (incl Development Studies),Veterinary Science,Communication & Media Studies,Physics & Astronomy,Civil Engineering,Art, Performing Arts & Design,Languages, Literature & Linguistics,Chemical Engineering,Mathematics & Statistics,Other Health,Business & Management,Architecture,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,General Engineering,Geography,Biological Sciences,Computer Science,Medicine & Dentistry,Education,Chemistry,Law,Sociology,Sport Science,Economics & Econometrics",FALSE,FALSE,2022
1690,169,University of York,56,1690,39,236,43.7,177,79.1,299,37.1,1082,86.7,143,United Kingdom,"17,300",14.7,26%,57:43:00,University of York,"General Engineering,Biological Sciences,Physics & Astronomy,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Psychology,History, Philosophy & Theology,Other Health,Business & Management,Chemistry,Archaeology,Mathematics & Statistics,Computer Science,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Education,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Sociology,Economics & Econometrics,Geography",FALSE,FALSE,2022
1700,170,Autonomous University of Barcelona,55.9,1700,36.6,286,38.9,234,90.6,132,42.9,612,66.9,354,Spain,"31,595",12.7,16%,59:41:00,Autonomous University of Barcelona uab,"General Engineering,Geography,Accounting & Finance,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Other Health,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Electrical & Electronic Engineering,Business & Management,Law,Mathematics & Statistics,Archaeology,Education,Sport Science,Art, Performing Arts & Design,Computer Science,Veterinary Science,Sociology,Economics & Econometrics,Mechanical & Aerospace Engineering,Physics & Astronomy,Chemical Engineering,Biological Sciences,Languages, Literature & Linguistics,Medicine & Dentistry,Chemistry,Politics & International Studies (incl Development Studies)",FALSE,FALSE,2022
1710,170,University of Canberra,55.9,1710,27.9,557,33.8,308,98.6,31,44.2,552,89.8,108,Australia,"9,893",35.4,29%,,University of Canberra,"Languages, Literature & Linguistics,Accounting & Finance,Chemistry,Art, Performing Arts & Design,Other Health,Education,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Sport Science,Business & Management,Agriculture & Forestry,Psychology,History, Philosophy & Theology,Computer Science,Communication & Media Studies,General Engineering,Politics & International Studies (incl Development Studies),Architecture,Medicine & Dentistry,Mathematics & Statistics,Law,Sociology,Civil Engineering,Biological Sciences",FALSE,FALSE,2022
1720,172,University of Bologna,55.8,1720,49.8,105,36.9,264,82.7,245,45.3,515,52.1,594,Italy,"68,370",24.3,12%,57:43:00,University of Bologna,"Architecture,Archaeology,Communication & Media Studies,Education,Sport Science,Chemical Engineering,Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Geography,Medicine & Dentistry,Computer Science,Languages, Literature & Linguistics,Veterinary Science,Economics & Econometrics,Accounting & Finance,History, Philosophy & Theology,Agriculture & Forestry,Physics & Astronomy,Mechanical & Aerospace Engineering,Mathematics & Statistics,Business & Management,Law,Chemistry,Art, Performing Arts & Design,General Engineering,Electrical & Electronic Engineering,Other Health,Civil Engineering,Psychology,Sociology",FALSE,FALSE,2022
1730,172,University of Cologne,55.8,1730,42.2,181,43.7,175,77.1,333,76.9,144,66.7,362,Germany,"32,405",28.9,18%,,University of Cologne,"Other Health,Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Languages, Literature & Linguistics,Psychology,Medicine & Dentistry,Chemistry,Accounting & Finance,Mathematics & Statistics,History, Philosophy & Theology,Computer Science,Sociology,Business & Management,Physics & Astronomy,Archaeology,Law,Geography,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Education,Politics & International Studies (incl Development Studies)",FALSE,FALSE,2022
1740,172,TU Dresden,55.8,1740,46.7,132,47.2,142,69.3,440,97.4,39,59.3,472,Germany,"30,519",32.3,17%,44:56:00,TU Dresden,"Chemistry,Accounting & Finance,Electrical & Electronic Engineering,Sociology,Biological Sciences,Mechanical & Aerospace Engineering,Geography,Psychology,Civil Engineering,Computer Science,Medicine & Dentistry,Business & Management,Economics & Econometrics,Architecture,Education,History, Philosophy & Theology,Physics & Astronomy,Languages, Literature & Linguistics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Other Health",FALSE,FALSE,2022
1750,172,Tufts University,55.8,1750,45.6,144,33,323,91.6,123,39.5,834,50.4,627,United States,"11,152",9.9,16%,56:44:00,Tufts University,"Other Health,Business & Management,Veterinary Science,Geography,Medicine & Dentistry,Mechanical & Aerospace Engineering,Sociology,Computer Science,General Engineering,Psychology,Chemical Engineering,Architecture,Chemistry,Electrical & Electronic Engineering,Archaeology,Mathematics & Statistics,History, Philosophy & Theology,Physics & Astronomy,Education,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Art, Performing Arts & Design,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Law,Politics & International Studies (incl Development Studies),Agriculture & Forestry",FALSE,FALSE,2022
1760,176,University of Lausanne,55.5,1760,32.8,394,45.4,157,77.1,334,78.1,134,92,86,Switzerland,"13,016",9.5,23%,,University of Lausanne,"Communication & Media Studies,Archaeology,Other Health,Geography,Medicine & Dentistry,Law,Education,Accounting & Finance,Biological Sciences,History, Philosophy & Theology,Sociology,Psychology,Sport Science,Economics & Econometrics,Politics & International Studies (incl Development Studies),Business & Management,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Computer Science",FALSE,FALSE,2022
1770,176,Stockholm University,55.5,1770,30.5,467,49.1,132,84.9,225,36.5,1156,69.4,331,Sweden,"28,072",19.6,10%,,Stockholm University,"Art, Performing Arts & Design,Architecture,Education,Communication & Media Studies,Law,Languages, Literature & Linguistics,Sociology,Geology, Environmental, Earth & Marine Sciences,Archaeology,Biological Sciences,Chemistry,Geography,Politics & International Studies (incl Development Studies),Accounting & Finance,Other Health,Mathematics & Statistics,Economics & Econometrics,Psychology,Agriculture & Forestry,History, Philosophy & Theology,Computer Science,Physics & Astronomy,Business & Management",FALSE,FALSE,2022
1780,178,University of Liverpool,55.4,1780,33.1,380,36.5,269,88.5,166,39.1,857,93.6,68,United Kingdom,"25,910",14.6,35%,55:45:00,University of Liverpool,"Archaeology,Architecture,Communication & Media Studies,Languages, Literature & Linguistics,Accounting & Finance,Business & Management,Computer Science,Electrical & Electronic Engineering,General Engineering,Mechanical & Aerospace Engineering,Biological Sciences,Medicine & Dentistry,Psychology,Veterinary Science,Law,Chemistry,Geology, Environmental, Earth & Marine Sciences,Mathematics & Statistics,Physics & Astronomy,Geography,Politics & International Studies (incl Development Studies),Sociology",FALSE,FALSE,2022
1790,178,Ulsan National Institute of Science and Technology (UNIST),55.4,1790,37.7,264,41.1,206,85.4,212,91.8,70,51,616,South Korea,"3,657",13.9,10%,26 : 74,Ulsan National Institute of Science and Technology (UNIST),"Accounting & Finance,Physics & Astronomy,General Engineering,Chemical Engineering,Business & Management,Biological Sciences,Economics & Econometrics,Chemistry,Mechanical & Aerospace Engineering,Civil Engineering,Computer Science,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering",FALSE,FALSE,2022
1800,180,Karlsruhe Institute of Technology,55.3,1800,45.7,142,51.5,116,61.3,573,93.3,62,71.7,293,Germany,"23,224",22.6,24%,29 : 71,Karlsruhe Institute of Technology,"Communication & Media Studies,Mechanical & Aerospace Engineering,Computer Science,Chemical Engineering,Art, Performing Arts & Design,Chemistry,Electrical & Electronic Engineering,Mathematics & Statistics,Architecture,Sport Science,Geography,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Education,Accounting & Finance,Physics & Astronomy,Economics & Econometrics,Biological Sciences,History, Philosophy & Theology,Business & Management,General Engineering",FALSE,FALSE,2022
1810,181,Huazhong University of Science and Technology,55.2,1810,38.3,251,38.4,240,92.7,110,89.8,80,27.9,1230,China,"56,709",16.2,5%,36 : 64,Huazhong University of Science and Technology Hua Zhong University HUST Tech,"Civil Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Business & Management,Chemistry,Communication & Media Studies,Electrical & Electronic Engineering,Agriculture & Forestry,Computer Science,Chemical Engineering,Languages, Literature & Linguistics,Law,Medicine & Dentistry,Sociology,Mechanical & Aerospace Engineering,Other Health,History, Philosophy & Theology,Mathematics & Statistics,Economics & Econometrics,Architecture,General Engineering,Education,Biological Sciences",FALSE,FALSE,2022
1820,182,University of East Anglia,55.1,1820,28.3,542,32.5,334,97.9,42,35.9,1254,87.5,134,United Kingdom,"15,760",13.5,26%,59:41:00,University of East Anglia,"Geology, Environmental, Earth & Marine Sciences,Geography,Other Health,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Physics & Astronomy,General Engineering,Education,History, Philosophy & Theology,Civil Engineering,Medicine & Dentistry,Psychology,Computer Science,Sport Science,Business & Management,Chemistry,Accounting & Finance,Sociology,Law,Biological Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Communication & Media Studies,Archaeology,Mathematics & Statistics",FALSE,FALSE,2022
1830,183,University of Cape Town,54.9,1830,31.4,439,41.4,203,85.5,208,56.4,302,80.1,204,South Africa,"21,757",13.3,16%,54:46:00,University of Cape Town UCT,"Other Health,Communication & Media Studies,Art, Performing Arts & Design,Biological Sciences,Archaeology,Mechanical & Aerospace Engineering,Business & Management,General Engineering,Physics & Astronomy,History, Philosophy & Theology,Education,Sport Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemical Engineering,Psychology,Languages, Literature & Linguistics,Computer Science,Chemistry,Geography,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Sociology,Architecture,Law,Medicine & Dentistry,Civil Engineering,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,2022
1840,183,University of Notre Dame,54.9,1840,51.2,98,43.2,180,70.7,420,39.7,810,59,476,United States,"12,234",10.8,13%,46:54:00,University of Notre Dame,"Chemical Engineering,Electrical & Electronic Engineering,Biological Sciences,Education,Mathematics & Statistics,Accounting & Finance,Mechanical & Aerospace Engineering,Psychology,Civil Engineering,Physics & Astronomy,Languages, Literature & Linguistics,Law,History, Philosophy & Theology,General Engineering,Communication & Media Studies,Art, Performing Arts & Design,Business & Management,Sociology,Architecture,Economics & Econometrics,Politics & International Studies (incl Development Studies),Geology, Environmental, Earth & Marine Sciences,Chemistry,Computer Science",FALSE,FALSE,2022
1850,185,University of Gothenburg,54.8,1850,29.6,500,42.3,191,90.5,135,42.7,618,66.1,368,Sweden,"21,033",10.6,13%,,University of Gothenburg,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Computer Science,Business & Management,Physics & Astronomy,Education,Sociology,Languages, Literature & Linguistics,Sport Science,Geography,Chemistry,Accounting & Finance,Archaeology,Law,Communication & Media Studies,History, Philosophy & Theology,Other Health,Psychology,Medicine & Dentistry,Mathematics & Statistics,Art, Performing Arts & Design,Biological Sciences,Politics & International Studies (incl Development Studies)",FALSE,FALSE,2022
1860,185,University of Leicester,54.8,1860,30,490,32.3,339,94.2,88,39.9,789,91,94,United Kingdom,"15,030",14.1,31%,54:46:00,University of Leicester uk united kingdom leicester,"Biological Sciences,Languages, Literature & Linguistics,Accounting & Finance,Archaeology,Other Health,Communication & Media Studies,Law,Business & Management,Art, Performing Arts & Design,General Engineering,Veterinary Science,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Chemical Engineering,Psychology,Civil Engineering,Physics & Astronomy,Medicine & Dentistry,Sport Science,Agriculture & Forestry,Education,Geography,Economics & Econometrics,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Chemistry,Sociology,Computer Science,Mathematics & Statistics",FALSE,FALSE,2022
1870,185,Pohang University of Science and Technology (POSTECH),54.8,1870,52.3,91,49.1,131,65.4,495,98,34,31.1,1138,South Korea,"3,183",10.1,3%,24 : 76,Pohang University of Science and Technology (POSTECH) postech,"Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Chemistry,Computer Science,Physics & Astronomy,General Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Mathematics & Statistics",FALSE,FALSE,2022
1880,185,Technical University of Denmark,54.8,1880,39.6,226,40.6,213,72.4,399,86,98,92.2,83,Denmark,"9,321",6.6,23%,32 : 68,Technical University of Denmark,"Other Health,General Engineering,Geology, Environmental, Earth & Marine Sciences,Biological Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Civil Engineering,Agriculture & Forestry,Computer Science,Veterinary Science,Chemistry,Chemical Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics",FALSE,FALSE,2022
1890,189,Cardiff University,54.7,1890,31.9,421,36.1,274,89.1,157,39.9,786,87,140,United Kingdom,"26,620",14.7,28%,59:41:00,Cardiff University,"Education,Psychology,Other Health,Archaeology,Geology, Environmental, Earth & Marine Sciences,Law,Business & Management,Politics & International Studies (incl Development Studies),Architecture,Computer Science,Chemistry,History, Philosophy & Theology,Civil Engineering,Geography,Art, Performing Arts & Design,Electrical & Electronic Engineering,Communication & Media Studies,Medicine & Dentistry,Biological Sciences,Accounting & Finance,General Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Sociology,Chemical Engineering,Economics & Econometrics,Physics & Astronomy",FALSE,FALSE,2022
1900,190,King Abdulaziz University,54.5,1900,36.7,284,22.9,577,92.4,114,74,165,93.6,67,Saudi Arabia,"32,034",7.8,22%,54:46:00,King Abdulaziz University,"Accounting & Finance,Art, Performing Arts & Design,Biological Sciences,Architecture,Education,General Engineering,Physics & Astronomy,Archaeology,Other Health,Geography,History, Philosophy & Theology,Chemical Engineering,Politics & International Studies (incl Development Studies),Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Sociology,Medicine & Dentistry,Communication & Media Studies,Languages, Literature & Linguistics,Civil Engineering,Psychology,Electrical & Electronic Engineering,Veterinary Science,Computer Science,Agriculture & Forestry,Business & Management,Law,Chemistry,Sport Science,Economics & Econometrics",FALSE,FALSE,2022
1910,190,Rutgers University – New Brunswick,54.5,1910,46.6,134,47.5,141,70.4,428,47.2,458,52.8,586,United States,"44,870",10.8,17%,52:48:00,Rutgers University – New Brunswick,"Psychology,Sociology,Accounting & Finance,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Medicine & Dentistry,Agriculture & Forestry,Chemical Engineering,Communication & Media Studies,Other Health,Chemistry,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Business & Management,Electrical & Electronic Engineering,Geography,Architecture,Education,Sport Science,History, Philosophy & Theology,Civil Engineering,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies)",FALSE,FALSE,2022
1920,192,Macquarie University,54.4,1920,39,235,43.3,179,71.4,411,63.3,238,89.5,110,Australia,"30,249",69.6,30%,53:47:00,Macquarie University,"Physics & Astronomy,Business & Management,Archaeology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Art, Performing Arts & Design,Economics & Econometrics,Agriculture & Forestry,Accounting & Finance,Architecture,History, Philosophy & Theology,Mathematics & Statistics,General Engineering,Chemistry,Education,Geography,Civil Engineering,Psychology,Politics & International Studies (incl Development Studies),Mechanical & Aerospace Engineering,Computer Science,Biological Sciences,Other Health,Sociology,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Communication & Media Studies,Law",FALSE,FALSE,2022
1930,193,University of Barcelona,54.3,1930,31.9,420,40,219,90.4,138,47.1,461,59.4,469,Spain,"45,382",16.1,11%,62:38:00,University of Barcelona,"Art, Performing Arts & Design,Medicine & Dentistry,Law,Languages, Literature & Linguistics,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Sociology,Business & Management,Biological Sciences,Communication & Media Studies,Archaeology,Other Health,Psychology,History, Philosophy & Theology,Accounting & Finance,Sport Science,Geology, Environmental, Earth & Marine Sciences,Computer Science,Mathematics & Statistics,Education,Chemistry,Economics & Econometrics,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Chemical Engineering,Geography",FALSE,FALSE,2022
1940,193,Queensland University of Technology,54.3,1940,32.2,409,36.7,266,86.8,191,50,397,84.6,161,Australia,"36,366",40.2,18%,53:47:00,Queensland University of Technology qut,"Languages, Literature & Linguistics,Education,Chemistry,Sport Science,Other Health,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Electrical & Electronic Engineering,Architecture,Physics & Astronomy,Chemical Engineering,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Communication & Media Studies,Computer Science,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Civil Engineering,Mathematics & Statistics",FALSE,FALSE,2022
1950,193,Texas A&M University,54.3,1950,47.4,122,51.1,118,64.6,510,46.5,486,56.1,525,United States,"62,790",21.6,8%,47:53:00,Texas A&M University,"Art, Performing Arts & Design,Sociology,Chemistry,History, Philosophy & Theology,Business & Management,Law,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Psychology,Politics & International Studies (incl Development Studies),Geography,Computer Science,Archaeology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Communication & Media Studies,Architecture,Other Health,Chemical Engineering,General Engineering,Languages, Literature & Linguistics,Accounting & Finance,Civil Engineering,Biological Sciences,Sport Science,Education,Agriculture & Forestry",FALSE,FALSE,2022
1960,196,Medical University of Graz,54.1,1960,30.3,475,29.1,404,95.9,68,66.7,208,78,228,Austria,"3,733",13.3,26%,53:47:00,Medical University of Graz,"Medicine & Dentistry,Other Health",FALSE,FALSE,2022
1970,197,University of Erlangen-Nuremberg,54,1970,42.2,182,45.7,156,71.5,408,88.7,85,52.8,584,Germany,"30,747",44.7,13%,51:49:00,University of Erlangen-Nuremberg,"Archaeology,Computer Science,Sport Science,Biological Sciences,Languages, Literature & Linguistics,Economics & Econometrics,Art, Performing Arts & Design,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Chemistry,Law,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Medicine & Dentistry,Physics & Astronomy,Sociology,Psychology,Other Health,Mechanical & Aerospace Engineering,Education,Accounting & Finance,Geography,Chemical Engineering,Business & Management,General Engineering,Communication & Media Studies",FALSE,FALSE,2022
1980,197,University of Geneva,54,1980,34.4,345,33.6,311,83.1,242,51.6,367,98.6,10,Switzerland,"17,744",8.2,39%,62:38:00,University of Geneva,"Politics & International Studies (incl Development Studies),Law,History, Philosophy & Theology,Computer Science,Sociology,Economics & Econometrics,Chemistry,Languages, Literature & Linguistics,Biological Sciences,Medicine & Dentistry,Mathematics & Statistics,Physics & Astronomy,Archaeology,Education,Geography,Psychology,Accounting & Finance,Business & Management,Geology, Environmental, Earth & Marine Sciences,Other Health,Communication & Media Studies",FALSE,FALSE,2022
1990,197,University of Hohenheim,54,1990,34.4,346,31.2,364,97.5,48,48.5,424,51.4,610,Germany,"8,614",38.5,11%,58:42:00,University of Hohenheim,"Business & Management,Economics & Econometrics,Accounting & Finance,Communication & Media Studies,Biological Sciences,Agriculture & Forestry,Other Health,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,2022
2000,197,Sapienza University of Rome,54,2000,51.5,97,41.7,199,70.9,419,55.9,310,44.3,772,Italy,"71,992",30.6,9%,59:41:00,Sapienza University of Rome,"Politics & International Studies (incl Development Studies),Law,Mathematics & Statistics,Physics & Astronomy,Education,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Economics & Econometrics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Other Health,Geology, Environmental, Earth & Marine Sciences,Computer Science,History, Philosophy & Theology,Geography,General Engineering,Architecture,Chemistry,Accounting & Finance,Sociology,Business & Management,Communication & Media Studies,Archaeology,Biological Sciences,Chemical Engineering,Medicine & Dentistry,Psychology,Civil Engineering",FALSE,FALSE,2022
2010,197,Scuola Normale Superiore di Pisa,54,2010,56.5,73,38.6,236,67.8,461,36.9,1104,55.4,533,Italy,581,6.9,12%,30 : 70,Scuola Normale Superiore di Pisa,"Economics & Econometrics,Chemistry,Physics & Astronomy,Archaeology,Sociology,Mathematics & Statistics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Politics & International Studies (incl Development Studies),Computer Science,History, Philosophy & Theology,Biological Sciences",FALSE,FALSE,2022
